"","Cell","Region","Year","Data1","Value"
"464",NA,"IND","1980","Generation|Electricity|Oil (TWh)",NA
"465",NA,"IND","1981","Generation|Electricity|Oil (TWh)",NA
"466",NA,"IND","1982","Generation|Electricity|Oil (TWh)",NA
"467",NA,"IND","1983","Generation|Electricity|Oil (TWh)",NA
"468",NA,"IND","1984","Generation|Electricity|Oil (TWh)",NA
"469",NA,"IND","1985","Generation|Electricity|Oil (TWh)",11.868
"470",NA,"IND","1986","Generation|Electricity|Oil (TWh)",11.504
"471",NA,"IND","1987","Generation|Electricity|Oil (TWh)",12.351
"472",NA,"IND","1988","Generation|Electricity|Oil (TWh)",12.333
"473",NA,"IND","1989","Generation|Electricity|Oil (TWh)",12.805
"474",NA,"IND","1990","Generation|Electricity|Oil (TWh)",13.312
"475",NA,"IND","1991","Generation|Electricity|Oil (TWh)",13.444
"476",NA,"IND","1992","Generation|Electricity|Oil (TWh)",14.811
"477",NA,"IND","1993","Generation|Electricity|Oil (TWh)",14.208
"478",NA,"IND","1994","Generation|Electricity|Oil (TWh)",15.747
"479",NA,"IND","1995","Generation|Electricity|Oil (TWh)",16.826
"480",NA,"IND","1996","Generation|Electricity|Oil (TWh)",19.848
"481",NA,"IND","1997","Generation|Electricity|Oil (TWh)",20.889
"482",NA,"IND","1998","Generation|Electricity|Oil (TWh)",21.038
"483",NA,"IND","1999","Generation|Electricity|Oil (TWh)",24.802
"484",NA,"IND","2000","Generation|Electricity|Oil (TWh)",29.163
"485",NA,"IND","2001","Generation|Electricity|Oil (TWh)",26.791
"486",NA,"IND","2002","Generation|Electricity|Oil (TWh)",27.929
"487",NA,"IND","2003","Generation|Electricity|Oil (TWh)",31.086
"488",NA,"IND","2004","Generation|Electricity|Oil (TWh)",28.269
"489",NA,"IND","2005","Generation|Electricity|Oil (TWh)",25.366
"490",NA,"IND","2006","Generation|Electricity|Oil (TWh)",19.0768691396426
"491",NA,"IND","2007","Generation|Electricity|Oil (TWh)",13.36339
"492",NA,"IND","2008","Generation|Electricity|Oil (TWh)",15.266355
"493",NA,"IND","2009","Generation|Electricity|Oil (TWh)",13.08314
"494",NA,"IND","2010","Generation|Electricity|Oil (TWh)",10.7799825
"495",NA,"IND","2011","Generation|Electricity|Oil (TWh)",9.3527675
"496",NA,"IND","2012","Generation|Electricity|Oil (TWh)",10.07066
"497",NA,"IND","2013","Generation|Electricity|Oil (TWh)",10.650093814821
"498",NA,"IND","2014","Generation|Electricity|Oil (TWh)",11.3458324156078
"499",NA,"IND","2015","Generation|Electricity|Oil (TWh)",9.12157557078991
"500",NA,"IND","2016","Generation|Electricity|Oil (TWh)",9.30466666885297
"501",NA,"IND","2017","Generation|Electricity|Oil (TWh)",8.62418992889697
"502",NA,"IND","2018","Generation|Electricity|Oil (TWh)",6.19714345457296
"503",NA,"IND","2019","Generation|Electricity|Oil (TWh)",5.05123113292462
"504",NA,"IND","2020","Generation|Electricity|Oil (TWh)",4.85509463900893
"505",NA,"IND","1965","Generation|Electricity|Coal (TWh)",NA
"506",NA,"IND","1966","Generation|Electricity|Coal (TWh)",NA
"507",NA,"IND","1967","Generation|Electricity|Coal (TWh)",NA
"508",NA,"IND","1968","Generation|Electricity|Coal (TWh)",NA
"509",NA,"IND","1969","Generation|Electricity|Coal (TWh)",NA
"510",NA,"IND","1970","Generation|Electricity|Coal (TWh)",NA
"511",NA,"IND","1971","Generation|Electricity|Coal (TWh)",NA
"512",NA,"IND","1972","Generation|Electricity|Coal (TWh)",NA
"513",NA,"IND","1973","Generation|Electricity|Coal (TWh)",NA
"514",NA,"IND","1974","Generation|Electricity|Coal (TWh)",NA
"515",NA,"IND","1975","Generation|Electricity|Coal (TWh)",NA
"516",NA,"IND","1976","Generation|Electricity|Coal (TWh)",NA
"517",NA,"IND","1977","Generation|Electricity|Coal (TWh)",NA
"518",NA,"IND","1978","Generation|Electricity|Coal (TWh)",NA
"519",NA,"IND","1979","Generation|Electricity|Coal (TWh)",NA
"520",NA,"IND","1980","Generation|Electricity|Coal (TWh)",NA
"521",NA,"IND","1981","Generation|Electricity|Coal (TWh)",NA
"522",NA,"IND","1982","Generation|Electricity|Coal (TWh)",NA
"523",NA,"IND","1983","Generation|Electricity|Coal (TWh)",NA
"524",NA,"IND","1984","Generation|Electricity|Coal (TWh)",NA
"525",NA,"IND","1985","Generation|Electricity|Coal (TWh)",116.039
"526",NA,"IND","1986","Generation|Electricity|Coal (TWh)",129.902
"527",NA,"IND","1987","Generation|Electricity|Coal (TWh)",152.8
"528",NA,"IND","1988","Generation|Electricity|Coal (TWh)",164.676
"529",NA,"IND","1989","Generation|Electricity|Coal (TWh)",184.975
"530",NA,"IND","1990","Generation|Electricity|Coal (TWh)",191.633
"531",NA,"IND","1991","Generation|Electricity|Coal (TWh)",214.118
"532",NA,"IND","1992","Generation|Electricity|Coal (TWh)",229.412
"533",NA,"IND","1993","Generation|Electricity|Coal (TWh)",252.784
"534",NA,"IND","1994","Generation|Electricity|Coal (TWh)",264.609
"535",NA,"IND","1995","Generation|Electricity|Coal (TWh)",296.292
"536",NA,"IND","1996","Generation|Electricity|Coal (TWh)",312.234
"537",NA,"IND","1997","Generation|Electricity|Coal (TWh)",325.827
"538",NA,"IND","1998","Generation|Electricity|Coal (TWh)",336.484
"539",NA,"IND","1999","Generation|Electricity|Coal (TWh)",365.436
"540",NA,"IND","2000","Generation|Electricity|Coal (TWh)",390.233
"541",NA,"IND","2001","Generation|Electricity|Coal (TWh)",408.291
"542",NA,"IND","2002","Generation|Electricity|Coal (TWh)",426.701
"543",NA,"IND","2003","Generation|Electricity|Coal (TWh)",441.472
"544",NA,"IND","2004","Generation|Electricity|Coal (TWh)",463.005
"545",NA,"IND","2005","Generation|Electricity|Coal (TWh)",478.485
"546",NA,"IND","2006","Generation|Electricity|Coal (TWh)",505.464569781602
"547",NA,"IND","2007","Generation|Electricity|Coal (TWh)",533.26517
"548",NA,"IND","2008","Generation|Electricity|Coal (TWh)",573.1229875
"549",NA,"IND","2009","Generation|Electricity|Coal (TWh)",611.1145775
"550",NA,"IND","2010","Generation|Electricity|Coal (TWh)",642.9701325
"551",NA,"IND","2011","Generation|Electricity|Coal (TWh)",701.25486
"552",NA,"IND","2012","Generation|Electricity|Coal (TWh)",787.130205
"553",NA,"IND","2013","Generation|Electricity|Coal (TWh)",847.968801181202
"554",NA,"IND","2014","Generation|Electricity|Coal (TWh)",949.93075836272
"555",NA,"IND","2015","Generation|Electricity|Coal (TWh)",1006.55462953333
"556",NA,"IND","2016","Generation|Electricity|Coal (TWh)",1073.60417766562
"557",NA,"IND","2017","Generation|Electricity|Coal (TWh)",1115.23659855554
"558",NA,"IND","2018","Generation|Electricity|Coal (TWh)",1198.86085035869
"559",NA,"IND","2019","Generation|Electricity|Coal (TWh)",1184.53421752296
"560",NA,"IND","2020","Generation|Electricity|Coal (TWh)",1125.21510002888
